edad,tipo_empresa,peso_final,max_nivel_educ,agnos_educacion,estado_civil,ocupacion,relacion_jhogar,ciudadania,sexo,ganancia_cap,perdida_cap,hrs_sem,comuna,net60mn
29,empresa privada,126399,educ media completa,9,divorciado-a,ventas,soltero,chileno,mujer,0,0,32,Vitacura,0
50,empresa privada,142073,educ media completa,9,casado-pareja-ausente,ejecutivo gerencial,sin familia,chileno,mujer,0,0,55,Vitacura,0
18,empresa privada,395567,educ media completa,9,nunca casado-a,reponedor-aseador,hijo-a,chileno,hombre,0,0,40,Vitacura,0
74,empresa privada,180455,universitaria,13,viudo-a,otros servicios,sin familia,chileno,mujer,0,0,8,Vitacura,0
22,empresa privada,235853,1roMedio,5,nunca casado-a,ventas,sin familia,chileno,hombre,0,0,40,Vitacura,0
27,empresa privada,160731,universitaria,13,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,40,Vitacura,0
27,serv publico nacional,31935,univ incompleta,10,nunca casado-a,soporte tecnico,hijo-a,chileno,mujer,0,0,80,Vitacura,0
41,empresa privada,35166,postitulo,15,casado-a,profesional c-especialidad,esposo,chileno,hombre,15024,0,50,Vitacura,1
24,empresa privada,161092,univ incompleta,10,casado-a,administrativo,esposo,chileno,hombre,7298,0,40,Vitacura,1
23,empresa privada,223019,educ media completa,9,nunca casado-a,administrativo,hijo-a,chileno,mujer,0,0,40,Vitacura,0
34,emprendedor,179673,postitulo,15,casado-a,profesional c-especialidad,esposo,chileno,hombre,7688,0,60,Vitacura,1
46,serv publico nacional,248895,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,1
32,empresa privada,200323,postitulo,15,nunca casado-a,profesional c-especialidad,sin familia,chileno,hombre,0,0,60,Vitacura,0
41,empresa privada,230020,educ media completa,9,casado-a,mantenedor-reparador,esposo,otro,hombre,0,0,40,Vitacura,0
29,empresa privada,134890,tecnico no-univ,11,casado-a,agricultor-pescador,esposo,chileno,hombre,0,0,40,Vitacura,1
48,empresa privada,162096,1roMedio,5,casado-a,operador maquinaria-inspector,otro parentezco,extranjero,mujer,0,0,45,Frutillar,0
51,empresa privada,103824,educ media completa,9,nunca casado-a,otros servicios,sin familia,pueblo originario,hombre,0,0,40,Castro,0
34,serv publico nacional,61431,4toMedio,8,nunca casado-a,administrativo,sin familia,pueblo originario,mujer,0,0,40,Vitacura,0
58,empresa privada,197319,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,45,Vitacura,1
52,empresa privada,183618,educ media completa,9,casado-a,reponedor-aseador,esposo,chileno,hombre,0,0,40,Vitacura,0
37,emprendedor,268598,universitaria,13,casado-a,ejecutivo gerencial,esposo,otro,hombre,7298,0,50,La Serena,1
53,empresa privada,263729,univ incompleta,10,separado-a,administrativo,sin familia,chileno,mujer,0,0,40,Vitacura,0
54,empresa privada,39493,tecnico no-univ,11,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,20,Vitacura,0
36,empresa privada,185360,educ media completa,9,casado-a,ventas,esposo,chileno,hombre,0,0,60,Vitacura,0
25,empresa privada,132661,tecnico no-univ,11,nunca casado-a,administrativo,hijo-a,chileno,mujer,0,0,60,Vitacura,0
20,empresa privada,266400,univ incompleta,10,nunca casado-a,profesional c-especialidad,hijo-a,chileno,mujer,0,0,48,Vitacura,0
23,empresa privada,433669,bachiller univ,12,nunca casado-a,administrativo,sin familia,chileno,hombre,0,0,40,Vitacura,0
39,empresario,216473,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,60,Vitacura,1
20,emprendedor,217404,2doMedio,6,nunca casado-a,operador maquinaria-inspector,hijo-a,chileno,hombre,0,0,40,Vitacura,0
28,empresa privada,227778,tecnico no-univ,11,nunca casado-a,otros servicios,otro parentezco,pueblo originario,hombre,0,0,40,Vitacura,0
73,serv publico nacional,96262,educ media completa,9,viudo-a,administrativo,sin familia,chileno,mujer,0,0,40,Vitacura,0
67,empresa privada,247566,educ media completa,9,casado-a,servicios seguridad,esposo,chileno,hombre,0,0,24,Vitacura,0
56,empresa privada,139616,universitaria,13,divorciado-a,ejecutivo gerencial,sin familia,chileno,hombre,0,0,45,Vitacura,1
32,empresa privada,73585,tecnico no-univ,11,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
42,empresa privada,37869,univ incompleta,10,divorciado-a,operador maquinaria-inspector,sin familia,chileno,hombre,0,1590,40,Vitacura,0
33,empresa privada,165814,educ media completa,9,casado-a,otros servicios,esposo,pueblo originario,hombre,0,0,40,Vitacura,0
37,empresa privada,108913,educ media completa,9,nunca casado-a,otros servicios,sin familia,chileno,hombre,0,0,40,Vitacura,0
33,empresa privada,34975,univ incompleta,10,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,45,Vitacura,0
31,empresa privada,157078,2doMedio,6,nunca casado-a,administrativo,soltero,chileno,mujer,0,0,40,Vitacura,0
59,empresa privada,232672,magister,14,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,40,Vitacura,1
21,empresa privada,294295,educ media completa,9,nunca casado-a,administrativo,soltero,chileno,hombre,0,0,40,Vitacura,0
58,empresario,130454,univ incompleta,10,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Vitacura,1
24,serv publico municipal,461678,2doMedio,6,nunca casado-a,otros servicios,sin familia,chileno,hombre,0,0,40,Vitacura,0
26,serv publico nacional,252284,univ incompleta,10,casado-a,servicios seguridad,esposo,chileno,hombre,0,0,40,Vitacura,0
26,empresa privada,256737,3roMedio,7,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,0
33,serv publico municipal,96480,magister,14,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,40,Lo Barnechea,0
25,empresa privada,234263,universitaria,13,nunca casado-a,ventas,sin familia,chileno,hombre,0,0,40,Vitacura,0
21,empresa privada,109952,2doMedio,6,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,50,Vitacura,0
24,empresa privada,262570,educ media completa,9,nunca casado-a,operador maquinaria-inspector,sin familia,chileno,hombre,0,0,40,Vitacura,0
39,emprendedor,65716,bachiller univ,12,casado-a,administrativo,esposa,chileno,mujer,0,0,40,Vitacura,1
68,empresa privada,201732,univ incompleta,10,divorciado-a,administrativo,soltero,chileno,mujer,0,0,40,Vitacura,0
66,emprendedor,174788,univ incompleta,10,nunca casado-a,ventas,sin familia,chileno,mujer,0,0,20,Vitacura,0
38,empresa privada,278924,universitaria,13,nunca casado-a,agricultor-pescador,sin familia,chileno,hombre,0,0,40,Vitacura,0
41,empresa privada,101593,magister,14,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Vitacura,1
71,?,193863,8voBasico,4,viudo-a,?,otro parentezco,chileno,mujer,0,0,16,Punta Arenas,0
37,empresa privada,342768,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
54,emprendedor,242606,magister,14,casado-a,ventas,esposo,chileno,hombre,4386,0,45,Vitacura,1
27,serv publico nacional,176727,universitaria,13,nunca casado-a,profesional c-especialidad,sin familia,chileno,hombre,0,0,40,Vitacura,0
49,empresa privada,99179,universitaria,13,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,40,Vitacura,0
19,serv publico nacional,354104,univ incompleta,10,nunca casado-a,profesional c-especialidad,hijo-a,chileno,hombre,0,0,10,Vitacura,0
25,empresa privada,61956,univ incompleta,10,nunca casado-a,chofer-mudanza,sin familia,chileno,hombre,0,0,50,Vitacura,0
47,serv publico regional,137917,univ incompleta,10,casado-a,administrativo,esposo,pueblo originario,hombre,0,0,40,Vitacura,1
40,empresa privada,224658,univ incompleta,10,casado-a,ventas,otro parentezco,chileno,hombre,0,0,40,Vitacura,0
38,empresa privada,51100,universitaria,13,divorciado-a,ejecutivo gerencial,sin familia,chileno,hombre,3325,0,40,Vitacura,0
25,empresa privada,224361,educ media completa,9,nunca casado-a,otros servicios,sin familia,chileno,hombre,0,0,40,Vitacura,0
25,empresa privada,362912,univ incompleta,10,nunca casado-a,mantenedor-reparador,hijo-a,chileno,mujer,0,0,50,Vitacura,0
23,empresa privada,218782,2doMedio,6,nunca casado-a,reponedor-aseador,otro parentezco,otro,hombre,0,0,40,Vitacura,0
28,empresa privada,103389,magister,14,divorciado-a,ventas,hijo-a,chileno,mujer,0,0,40,Vitacura,0
29,empresa privada,308944,educ media completa,9,casado-pareja-ausente,mantenedor-reparador,sin familia,chileno,hombre,0,0,40,Vitacura,0
32,empresa privada,140092,3roMedio,7,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
34,empresa privada,202210,educ media completa,9,nunca casado-a,otros servicios,soltero,pueblo originario,mujer,0,0,40,Vitacura,0
52,empresa privada,416059,universitaria,13,casado-a,profesional c-especialidad,esposo,pueblo originario,hombre,0,0,40,Vitacura,1
33,emprendedor,281030,educ media completa,9,casado-a,agricultor-pescador,esposo,chileno,hombre,0,0,94,Vitacura,0
19,empresa privada,169758,univ incompleta,10,nunca casado-a,ventas,hijo-a,chileno,hombre,0,0,35,Vitacura,0
68,empresa privada,193666,doctorado,16,casado-a,profesional c-especialidad,esposo,chileno,hombre,20051,0,55,Vitacura,1
41,empresa privada,139907,2doMedio,6,nunca casado-a,reponedor-aseador,soltero,chileno,hombre,0,0,50,Vitacura,0
18,empresario,119422,educ media completa,9,nunca casado-a,otros servicios,soltero,extranjero,mujer,0,0,30,Talca,0
29,empresa privada,149324,univ incompleta,10,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,1485,40,Vitacura,1
40,empresa privada,259307,magister,14,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,50,Vitacura,1
51,emprendedor,74160,magister,14,divorciado-a,profesional c-especialidad,soltero,chileno,hombre,0,0,60,Vitacura,1
49,empresa privada,134797,univ incompleta,10,divorciado-a,administrativo,sin familia,chileno,hombre,0,0,40,Vitacura,0
20,serv publico nacional,41103,univ incompleta,10,nunca casado-a,otros servicios,hijo-a,chileno,mujer,0,0,20,Vitacura,0
38,serv publico municipal,193026,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,50,Vitacura,1
57,empresa privada,303986,6toBasico,3,nunca casado-a,otros servicios,sin familia,chileno,hombre,0,0,40,Los Angeles,0
35,empresa privada,126569,univ incompleta,10,casado-a,ventas,esposo,chileno,hombre,4064,0,40,Vitacura,0
66,empresa privada,166461,3roMedio,7,casado-a,ventas,esposo,chileno,hombre,0,0,26,Vitacura,0
27,?,61387,universitaria,13,casado-a,?,esposo,chileno,hombre,0,0,15,Vitacura,0
25,empresa privada,254746,tecnico no-univ,11,nunca casado-a,administrativo,sin familia,chileno,mujer,0,0,40,Vitacura,0
77,?,28678,magister,14,casado-a,?,esposo,chileno,hombre,9386,0,6,Vitacura,1
19,?,180976,2doMedio,6,nunca casado-a,?,soltero,chileno,mujer,0,0,35,Vitacura,0
70,empresa privada,282642,educ media completa,9,casado-a,reponedor-aseador,esposo,chileno,hombre,0,2174,40,Vitacura,1
59,emprendedor,136413,8voBasico,4,casado-a,agricultor-pescador,esposo,chileno,hombre,0,0,48,Vitacura,0
25,empresa privada,131463,universitaria,13,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,40,Vitacura,0
44,serv publico municipal,177240,postitulo,15,nunca casado-a,profesional c-especialidad,sin familia,chileno,hombre,10520,0,40,Vitacura,1
37,empresa privada,218490,magister,14,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,55,Llanquihue,1
75,?,260543,2doMedio,6,viudo-a,?,otro parentezco,extranjero,mujer,0,0,1,Frutillar,0
21,?,80680,educ media completa,9,nunca casado-a,?,sin familia,chileno,mujer,0,0,40,Vitacura,0
21,empresa privada,20728,educ media completa,9,nunca casado-a,ventas,hijo-a,chileno,mujer,4101,0,40,Vitacura,0
47,serv publico regional,117628,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,1
20,empresa privada,91939,educ media completa,9,nunca casado-a,administrativo,sin familia,pueblo originario,mujer,0,1721,30,Vitacura,0
32,serv publico nacional,175931,educ media completa,9,casado-a,servicios seguridad,esposo,chileno,hombre,0,0,40,Vitacura,0
28,empresa privada,309566,educ media completa,9,nunca casado-a,administrativo,soltero,chileno,mujer,0,0,20,Vitacura,0
53,empresa privada,123703,educ media completa,9,divorciado-a,chofer-mudanza,sin familia,chileno,hombre,0,0,40,Vitacura,0
19,?,369678,educ media completa,9,nunca casado-a,?,sin familia,otro,hombre,0,0,30,Vitacura,0
58,empresa privada,29928,univ incompleta,10,casado-a,ventas,esposa,chileno,mujer,0,0,36,Vitacura,0
22,empresa privada,167868,educ media completa,9,nunca casado-a,ventas,sin familia,chileno,mujer,0,0,30,Vitacura,0
23,empresa privada,235894,3roMedio,7,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,55,Vitacura,0
21,empresa privada,189888,educ media completa,9,nunca casado-a,reponedor-aseador,sin familia,chileno,hombre,3325,0,60,Vitacura,0
36,empresa privada,111545,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,70,Vitacura,0
39,empresa privada,175972,univ incompleta,10,casado-a,otros servicios,esposa,chileno,mujer,0,0,15,Vitacura,0
34,serv publico municipal,254270,universitaria,13,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,40,Vitacura,0
41,serv publico municipal,185057,magister,14,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,40,Vitacura,0
72,empresa privada,157593,universitaria,13,casado-a,ventas,esposo,chileno,hombre,1455,0,6,Vitacura,0
34,empresa privada,101345,educ media completa,9,casado-a,otros servicios,esposa,chileno,mujer,0,0,40,Vitacura,1
51,serv publico municipal,176751,universitaria,13,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,1902,40,Vitacura,1
32,emprendedor,97723,tecnico no-univ,11,nunca casado-a,mantenedor-reparador,sin familia,chileno,hombre,0,0,40,Vitacura,0
38,empresa privada,127601,univ incompleta,10,viudo-a,ejecutivo gerencial,sin familia,chileno,mujer,0,0,40,Vitacura,1
37,empresa privada,227597,univ incompleta,10,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,40,Vitacura,0
21,?,143995,univ incompleta,10,nunca casado-a,?,hijo-a,pueblo originario,hombre,0,0,20,Vitacura,0
21,empresa privada,250051,univ incompleta,10,nunca casado-a,profesional c-especialidad,hijo-a,chileno,mujer,0,0,10,Vitacura,0
26,empresa privada,284078,univ incompleta,10,nunca casado-a,administrativo,sin familia,chileno,hombre,0,0,40,Vitacura,0
34,empresa privada,207668,univ incompleta,10,casado-a,reponedor-aseador,esposo,chileno,hombre,0,1887,40,Vitacura,1
18,empresa privada,163787,univ incompleta,10,nunca casado-a,ventas,hijo-a,chileno,mujer,0,0,15,Vitacura,0
27,empresa privada,119170,3roMedio,7,nunca casado-a,ejecutivo gerencial,soltero,chileno,mujer,0,0,45,Vitacura,0
20,empresa privada,188612,univ incompleta,10,nunca casado-a,administrativo,hijo-a,chileno,mujer,0,0,38,Arica,0
36,empresa privada,114605,tecnico no-univ,11,casado-a,administrativo,esposo,chileno,hombre,0,0,40,Vitacura,1
31,?,317761,universitaria,13,nunca casado-a,?,sin familia,chileno,hombre,0,0,40,Vitacura,0
32,empresa privada,164197,universitaria,13,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,60,Vitacura,1
54,empresa privada,329266,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,44,Vitacura,1
34,serv publico municipal,207383,magister,14,viudo-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,40,Vitacura,0
46,empresa privada,123598,univ incompleta,10,casado-a,ventas,esposo,chileno,hombre,0,0,48,Vitacura,1
33,empresa privada,259931,3roMedio,7,separado-a,operador maquinaria-inspector,otro parentezco,chileno,hombre,0,0,30,Vitacura,0
32,empresa privada,134737,universitaria,13,casado-a,profesional c-especialidad,esposo,chileno,hombre,99999,0,50,Vitacura,1
42,empresa privada,106900,tecnico no-univ,11,nunca casado-a,soporte tecnico,sin familia,chileno,hombre,0,0,40,Vitacura,0
30,empresa privada,87054,educ media completa,9,casado-a,mantenedor-reparador,esposo,chileno,hombre,0,0,50,Vitacura,0
37,empresa privada,82622,univ incompleta,10,casado-a,otros servicios,esposo,chileno,hombre,0,0,40,Vitacura,1
28,empresa privada,181659,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,40,Vitacura,0
25,empresa privada,321205,universitaria,13,nunca casado-a,ejecutivo gerencial,sin familia,chileno,hombre,4101,0,35,Vitacura,0
44,emprendedor,231348,univ incompleta,10,casado-a,otros servicios,esposo,chileno,hombre,0,0,40,Vitacura,1
40,empresa privada,276096,educ media completa,9,casado-a,operador maquinaria-inspector,esposo,chileno,hombre,0,0,40,Vitacura,0
36,empresa privada,290560,univ incompleta,10,casado-a,ejecutivo gerencial,esposo,chileno,hombre,0,0,45,Vitacura,0
21,empresa privada,307315,univ incompleta,10,nunca casado-a,administrativo,soltero,chileno,hombre,0,0,40,Vitacura,0
39,serv publico nacional,99156,doctorado,16,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,50,Vitacura,1
24,empresa privada,237928,universitaria,13,nunca casado-a,profesional c-especialidad,sin familia,chileno,hombre,0,0,39,Vitacura,0
46,empresa privada,153501,educ media completa,9,nunca casado-a,chofer-mudanza,sin familia,isleno,hombre,0,0,40,Vitacura,0
47,?,149700,universitaria,13,casado-a,?,esposo,chileno,hombre,0,0,36,Vitacura,1
47,empresa privada,189680,universitaria,13,casado-a,ventas,esposo,chileno,hombre,0,1977,40,Vitacura,1
35,empresa privada,374524,postitulo,15,casado-a,profesional c-especialidad,esposo,chileno,hombre,0,0,75,Vitacura,1
60,emprendedor,127805,8voBasico,4,casado-a,chofer-mudanza,esposo,chileno,hombre,0,0,40,Vitacura,1
35,empresa privada,150217,universitaria,13,casado-a,otros servicios,esposa,chileno,mujer,0,0,24,Punta Arenas,0
33,empresa privada,295649,educ media completa,9,separado-a,otros servicios,soltero,chileno,mujer,0,0,40,Frutillar,0
21,empresa privada,197182,bachiller univ,12,nunca casado-a,profesional c-especialidad,sin familia,chileno,mujer,0,0,40,Vitacura,0
37,empresa privada,241998,universitaria,13,casado-a,soporte tecnico,esposo,chileno,hombre,0,0,50,Vitacura,1
48,serv publico regional,156410,educ media completa,9,casado-a,administrativo,esposo,pueblo originario,hombre,0,0,50,Vitacura,1
58,empresa privada,473836,8voBasico,4,viudo-a,agricultor-pescador,otro parentezco,chileno,mujer,0,0,45,Puyehue,0
21,empresa privada,198431,educ media completa,9,nunca casado-a,reponedor-aseador,sin familia,chileno,mujer,0,0,40,Vitacura,0
22,empresa privada,113936,educ media completa,9,nunca casado-a,reponedor-aseador,hijo-a,chileno,hombre,0,0,40,Vitacura,0
22,empresa privada,318915,educ media completa,9,nunca casado-a,otros servicios,soltero,chileno,mujer,0,0,40,Vitacura,0
28,emprendedor,175406,magister,14,casado-a,ejecutivo gerencial,esposa,chileno,mujer,0,0,30,Vitacura,1
33,?,193172,tecnico no-univ,11,casado-a,?,hijo-a,chileno,mujer,7688,0,50,Vitacura,1
23,serv publico regional,320294,educ media completa,9,nunca casado-a,profesional c-especialidad,sin familia,chileno,hombre,0,0,40,Vitacura,0
58,serv publico nacional,400285,educ media completa,9,casado-a,administrativo,esposo,pueblo originario,hombre,0,0,40,Vitacura,1
